Time (ms),Conductance,X,Y,Z
220,0,180.4,-3.0,0.0
720,0,180.4,-3.0,0.0
1220,0,180.4,-3.0,0.0
1721,0,180.4,-3.0,0.0
2235,0,180.4,5.0,0.0
2738,0,180.4,5.0,0.0
3236,0,180.4,5.0,0.0
3749,0,180.4,5.0,-10.0
4235,0,180.4,5.0,-10.0
4740,0,180.4,5.0,-10.0
5239,0,180.4,5.0,-10.0
5755,0,180.4,5.0,-10.0
6255,0,180.4,5.0,-10.0
6753,0,180.4,5.0,-10.0
7254,0,180.4,5.0,-10.0
7766,0,180.4,5.0,-10.0
8255,0,180.4,5.0,-10.0
8755,0,180.4,5.0,-10.0
9252,0,180.4,5.0,-10.0
9764,0,180.4,5.0,-10.0
10255,0,180.4,5.0,0.0
10755,0,180.4,5.0,0.0
11257,0,180.4,5.0,0.0
11755,0,180.4,5.0,0.0
12255,0,180.4,5.0,0.0
12755,0,180.4,5.0,0.0
13270,0,180.4,5.0,0.0
13769,0,180.4,5.0,0.0
14268,0,180.4,5.0,0.0
14770,0,180.4,5.0,0.0
15291,0,182.4,5.0,-10.0
15794,0,182.4,5.0,-10.0
16292,0,182.4,5.0,-10.0
16784,0,182.4,5.0,-10.0
17284,0,182.4,5.0,-10.0
17800,0,182.4,5.0,-10.0
18298,0,182.4,5.0,-10.0
18800,0,182.4,5.0,-10.0
19300,0,182.4,5.0,-10.0
19802,0,182.4,5.0,-10.0
20300,0,182.4,5.0,-10.0
20800,0,182.4,5.0,-10.0
21298,0,182.4,5.0,-10.0
21811,0,182.4,5.0,0.0
22314,0,182.4,5.0,0.0
22800,0,182.4,5.0,0.0
23315,0,182.4,5.0,0.0
23819,0,182.4,5.0,0.0
24330,0,182.4,5.0,0.0
24815,0,182.4,5.0,0.0
25330,0,182.4,5.0,0.0
25857,0,182.4,5.0,0.0
26351,0,182.4,5.0,0.0
26851,0,184.4,5.0,-10.0
27351,0,184.4,5.0,-10.0
27851,0,184.4,5.0,-10.0
28345,0,184.4,5.0,-10.0
28845,0,184.4,5.0,-10.0
29345,0,184.4,5.0,-10.0
29845,0,184.4,5.0,-10.0
30365,0,184.4,5.0,-10.0
30860,0,184.4,5.0,-10.0
31360,0,184.4,5.0,-10.0
31865,0,184.4,5.0,-10.0
32364,0,184.4,5.0,-10.0
32868,0,184.4,5.0,-10.0
33360,0,184.4,5.0,0.0
33860,0,184.4,5.0,0.0
34363,0,184.4,5.0,0.0
34860,0,184.4,5.0,0.0
35363,0,184.4,5.0,0.0
35880,0,184.4,5.0,0.0
36380,0,184.4,5.0,0.0
36875,0,184.4,5.0,0.0
37378,0,184.4,5.0,0.0
37877,0,184.4,5.0,0.0
38388,0,184.4,0.0,-10.0
38880,0,184.4,0.0,-10.0
39380,0,184.4,0.0,-10.0
39883,0,184.4,0.0,-10.0
40388,0,184.4,0.0,-10.0
40880,0,184.4,0.0,-10.0
41380,0,184.4,0.0,-10.0
41892,0,184.4,0.0,-10.0
42396,0,184.4,0.0,-10.0
42895,0,184.4,0.0,-10.0
43395,0,184.4,0.0,-10.0
43899,0,184.4,0.0,-10.0
44407,0,184.4,0.0,-10.0
44895,0,184.4,0.0,0.0
45395,0,184.4,0.0,0.0
