Time (ms),Conductance,X,Y,Z
23,0,180.4,-3.0,5.0
28,0,180.4,-3.0,5.0
31,0,180.4,-3.0,5.0
135,0,180.4,-3.0,5.0
139,0,180.4,-3.0,5.0
143,0,180.4,-3.0,5.0
250,0,180.4,-3.0,5.0
351,0,180.4,-3.0,5.0
464,0,180.4,-3.0,5.0
574,0,180.4,-3.0,5.0
681,0,180.4,-3.0,5.0
813,0,180.4,-3.0,5.0
898,0,180.4,-3.0,5.0
1008,0,180.4,-3.0,5.0
1118,0,180.4,-3.0,5.0
1227,0,180.4,-3.0,5.0
1340,0,180.4,-3.0,5.0
1447,0,180.4,-3.0,5.0
1554,0,180.4,-3.0,5.0
1665,0,180.4,-3.0,5.0
1775,0,180.4,-3.0,5.0
1885,0,180.4,-3.0,5.0
1996,0,180.4,-3.0,5.0
2103,0,180.4,-3.0,5.0
2214,0,180.4,-3.0,5.0
2320,0,180.4,-3.0,5.0
2430,0,180.4,-3.0,5.0
2552,0,180.4,-3.0,5.0
2650,0,180.4,-3.0,5.0
2762,0,180.4,-3.0,5.0
2870,0,180.4,-3.0,5.0
2980,0,180.4,-3.0,5.0
3089,0,180.4,-3.0,5.0
3196,0,180.4,-3.0,5.0
3305,0,180.4,-3.0,5.0
3414,0,180.4,-3.0,5.0
3524,0,180.4,-3.0,5.0
3652,0,180.4,-3.0,5.0
3747,0,180.4,-3.0,5.0
3862,0,180.4,-3.0,5.0
3962,0,180.4,-3.0,5.0
4086,0,180.4,-3.0,5.0
4180,0,180.4,-3.0,5.0
4290,0,180.4,-3.0,5.0
4406,0,180.4,-3.0,5.0
4514,0,180.4,-3.0,5.0
4643,0,180.4,-3.0,5.0
4742,0,180.4,-3.0,5.0
4861,0,180.4,-3.0,5.0
4964,0,180.4,-3.0,5.0
5055,0,180.4,-3.0,5.0
5187,0,180.4,-3.0,5.0
9539,0,185.4,2.0,75.0
9543,0,185.4,2.0,75.0
9547,0,185.4,2.0,75.0
9657,0,185.4,2.0,75.0
9779,0,185.4,2.0,75.0
9869,0,185.4,2.0,75.0
9979,0,185.4,2.0,75.0
10089,0,185.4,2.0,75.0
10199,0,185.4,2.0,75.0
10309,0,185.4,2.0,75.0
10414,0,185.4,2.0,75.0
10525,0,185.4,2.0,75.0
10634,0,185.4,2.0,75.0
10745,0,185.4,2.0,75.0
10875,0,185.4,2.0,75.0
10965,0,185.4,2.0,75.0
11069,0,185.4,2.0,75.0
11180,0,185.4,2.0,75.0
11289,0,185.4,2.0,75.0
11404,0,185.4,2.0,75.0
11509,0,185.4,2.0,75.0
11619,0,185.4,2.0,75.0
11730,0,185.4,2.0,75.0
11836,0,185.4,2.0,75.0
11964,0,185.4,2.0,75.0
12054,0,185.4,2.0,75.0
12164,0,185.4,2.0,75.0
12275,0,185.4,2.0,75.0
12393,0,185.4,2.0,75.0
12494,0,185.4,2.0,75.0
12608,0,185.4,2.0,75.0
12710,0,185.4,2.0,75.0
12823,0,185.4,2.0,75.0
12935,0,185.4,2.0,75.0
13039,0,185.4,2.0,75.0
13149,0,185.4,2.0,75.0
13260,0,185.4,2.0,75.0
13369,0,185.4,2.0,75.0
13479,0,185.4,2.0,75.0
13586,0,185.4,2.0,75.0
13696,0,185.4,2.0,75.0
13810,0,185.4,2.0,75.0
13935,0,185.4,2.0,75.0
14028,0,185.4,2.0,75.0
14150,0,185.4,2.0,75.0
14241,0,185.4,2.0,75.0
14358,0,185.4,2.0,75.0
14464,0,185.4,2.0,75.0
14581,0,185.4,2.0,75.0
14684,0,185.4,2.0,75.0
14795,0,185.4,2.0,75.0
14906,0,185.4,2.0,75.0
15016,0,185.4,2.0,75.0
15119,0,185.4,2.0,75.0
15247,0,185.4,2.0,75.0
15340,0,185.4,2.0,75.0
15462,0,185.4,2.0,75.0
15573,0,180.4,-3.0,5.0
15668,0,180.4,-3.0,5.0
15793,0,180.4,-3.0,5.0
15885,0,181.46,-4.49,5.0
15995,0,181.46,-4.49,5.0
16104,0,181.46,-4.49,5.0
16212,0,181.46,-4.49,5.0
16325,0,181.46,-4.49,5.0
16429,0,181.46,-4.49,5.0
16541,0,181.46,-4.49,5.0
16649,0,181.46,-4.49,5.0
16782,0,181.46,-4.49,5.0
16868,0,181.46,-4.49,5.0
16977,0,181.46,-4.49,5.0
17090,0,181.46,-4.49,5.0
17196,0,181.46,-4.49,5.0
17304,0,181.46,-4.49,5.0
17434,0,181.46,-4.49,5.0
17525,0,181.46,-4.49,5.0
17635,0,181.46,-4.49,5.0
17744,0,181.46,-4.49,5.0
17875,0,181.46,-4.49,5.0
17961,0,181.46,-4.49,5.0
18069,0,181.46,-4.49,5.0
18179,0,181.46,-4.49,5.0
18294,0,181.46,-4.49,5.0
18399,0,181.46,-4.49,5.0
18509,0,181.46,-4.49,5.0
