Time (ms),Conductance,X,Y,Z
91,0,180.4,-3.0,0.0
94,0,180.4,-3.0,0.0
98,0,180.4,-3.0,0.0
200,0,180.4,-3.0,0.0
204,0,180.4,-3.0,0.0
208,0,180.4,-3.0,0.0
310,0,180.4,-3.0,0.0
439,0,180.4,-3.0,0.0
528,0,180.4,-3.0,0.0
637,0,180.4,-3.0,0.0
746,0,180.4,-3.0,0.0
860,0,180.4,-3.0,0.0
976,0,180.4,-3.0,0.0
1075,0,180.4,-3.0,0.0
1183,0,180.4,-3.0,0.0
1295,0,180.4,-3.0,0.0
1402,0,180.4,-3.0,0.0
1516,0,180.4,-3.0,0.0
1626,0,180.4,-3.0,0.0
1742,0,180.4,-3.0,0.0
1841,0,180.4,-3.0,0.0
1951,0,180.4,-3.0,0.0
2061,0,180.4,-3.0,0.0
2170,0,180.4,-3.0,0.0
2280,0,180.4,-3.0,0.0
2388,0,180.4,-3.0,0.0
2500,0,180.4,-3.0,0.0
2606,0,180.4,-3.0,0.0
2716,0,180.4,-3.0,0.0
2837,0,180.4,-3.0,0.0
2948,0,180.4,-3.0,0.0
3046,0,180.4,-3.0,0.0
3156,0,180.4,-3.0,0.0
3265,0,180.4,-3.0,0.0
3376,0,180.4,-3.0,0.0
3499,0,180.4,-3.0,0.0
3591,0,180.4,-3.0,0.0
3700,0,180.4,-3.0,0.0
3813,0,180.4,-3.0,0.0
3937,0,180.4,-3.0,0.0
4033,0,180.4,-3.0,0.0
4146,0,180.4,-3.0,0.0
4248,0,180.4,-3.0,0.0
4358,0,180.4,-3.0,0.0
4491,0,180.4,-3.0,0.0
4578,0,180.4,-3.0,0.0
4691,0,180.4,-3.0,0.0
4800,0,180.4,-3.0,0.0
4907,0,180.4,-3.0,0.0
5021,0,180.4,-3.0,0.0
5131,0,180.4,-3.0,0.0
5249,0,180.4,-3.0,0.0
5340,0,180.4,-3.0,0.0
5450,0,180.4,-3.0,0.0
5567,0,180.4,-3.0,0.0
5684,0,180.4,-3.0,0.0
5788,0,180.4,-3.0,0.0
5902,0,180.4,-3.0,0.0
5997,0,180.4,-3.0,0.0
6106,0,180.4,-3.0,0.0
6215,0,180.4,-3.0,0.0
6325,0,180.4,-3.0,0.0
6435,0,180.4,-3.0,0.0
6546,0,180.4,-3.0,0.0
6672,0,180.4,-3.0,0.0
6764,0,180.4,-3.0,0.0
6871,0,180.4,-3.0,0.0
6981,0,180.4,-3.0,0.0
7091,0,180.4,-3.0,0.0
7220,0,180.4,-3.0,0.0
7310,0,180.4,-3.0,0.0
7420,0,180.4,-3.0,0.0
7529,0,180.4,-3.0,0.0
7639,0,180.4,-3.0,60.0
7751,0,180.4,-3.0,60.0
7757,0,180.4,-3.0,60.0
7763,0,180.4,-3.0,60.0
7855,0,180.4,-3.0,60.0
7965,0,180.4,-3.0,60.0
7970,0,180.4,-3.0,60.0
7975,0,180.4,-3.0,60.0
8075,0,180.4,-3.0,60.0
8186,0,180.4,-3.0,60.0
8295,0,180.4,-3.0,60.0
8424,0,180.4,-3.0,60.0
8515,0,180.4,-3.0,60.0
8625,0,180.4,-3.0,60.0
8731,0,180.4,-3.0,60.0
8844,0,180.4,-3.0,60.0
8950,0,186.78,-8.93,60.0
9061,0,186.78,-8.93,60.0
9171,0,186.78,-8.93,60.0
9285,0,186.78,-8.93,60.0
9390,0,186.78,-8.93,60.0
9500,0,186.78,-8.93,60.0
9610,0,186.78,-8.93,60.0
9715,0,186.78,-8.93,60.0
9842,0,186.78,-8.93,60.0
9936,0,186.78,-8.93,60.0
10046,0,186.78,-8.93,60.0
10156,0,186.78,-8.93,60.0
10265,0,186.78,-8.93,60.0
10386,0,186.78,-8.93,60.0
10481,0,186.78,-8.93,60.0
