Time (ms),Conductance,X,Y,Z
57,0,180.4,-3.0,5.0
62,0,180.4,-3.0,5.0
66,0,180.4,-3.0,5.0
149,0,180.4,-3.0,5.0
163,0,180.4,-3.0,5.0
167,0,180.4,-3.0,5.0
259,0,180.4,-3.0,5.0
368,0,180.4,-3.0,5.0
477,0,180.4,-3.0,5.0
589,0,180.4,-3.0,5.0
716,0,180.4,-3.0,5.0
808,0,180.4,-3.0,5.0
914,0,180.4,-3.0,5.0
1024,0,180.4,-3.0,5.0
1134,0,180.4,-3.0,5.0
1243,0,180.4,-3.0,5.0
1353,0,180.4,-3.0,5.0
1464,0,180.4,-3.0,5.0
1574,0,180.4,-3.0,5.0
1684,0,180.4,-3.0,5.0
1789,0,180.4,-3.0,5.0
1899,0,180.4,-3.0,5.0
2019,0,180.4,-3.0,5.0
2119,0,180.4,-3.0,5.0
2229,0,180.4,-3.0,5.0
2339,0,180.4,-3.0,5.0
2449,0,180.4,-3.0,5.0
2569,0,180.4,-3.0,5.0
2664,0,180.4,-3.0,5.0
2774,0,180.4,-3.0,5.0
2884,0,180.4,-3.0,5.0
2994,0,180.4,-3.0,5.0
3106,0,180.4,-3.0,5.0
3214,0,180.4,-3.0,5.0
3324,0,180.4,-3.0,5.0
3430,0,180.4,-3.0,5.0
3539,0,180.4,-3.0,5.0
3649,0,180.4,-3.0,5.0
3774,0,180.4,-3.0,5.0
3869,0,180.4,-3.0,5.0
4962,0,180.4,-3.0,5.0
4967,0,180.4,-3.0,5.0
4972,0,180.4,-3.0,5.0
5086,0,180.4,-3.0,5.0
5179,0,180.4,-3.0,5.0
5289,0,180.4,-3.0,5.0
5406,0,180.4,-3.0,5.0
5516,0,180.4,-3.0,5.0
5627,0,180.4,-3.0,5.0
5745,0,180.4,-3.0,5.0
5839,0,180.4,-3.0,5.0
5949,0,180.4,-3.0,5.0
6057,0,180.4,-3.0,5.0
6171,0,180.4,-3.0,5.0
6297,0,180.4,-3.0,5.0
6395,0,180.4,-3.0,5.0
6507,0,180.4,-3.0,5.0
6613,0,180.4,-3.0,5.0
6731,0,180.4,-3.0,5.0
