Time (ms),Conductance,X,Y,Z
47,0,180.4,-3.0,5.0
51,0,180.4,-3.0,5.0
56,0,180.4,-3.0,5.0
151,0,180.4,-3.0,5.0
157,0,180.4,-3.0,5.0
162,0,180.4,-3.0,5.0
264,0,180.4,-3.0,5.0
374,0,180.4,-3.0,5.0
481,0,180.4,-3.0,5.0
592,0,180.4,-3.0,5.0
702,0,180.4,-3.0,5.0
812,0,180.4,-3.0,5.0
935,0,180.4,-3.0,5.0
1027,0,180.4,-3.0,5.0
1138,0,180.4,-3.0,5.0
1245,0,180.4,-3.0,5.0
1358,0,180.4,-3.0,5.0
1468,0,180.4,-3.0,5.0
1576,0,180.4,-3.0,5.0
1687,0,180.4,-3.0,5.0
1795,0,180.4,-3.0,5.0
1902,0,180.4,-3.0,5.0
2031,0,180.4,-3.0,5.0
2123,0,180.4,-3.0,20.0
2229,0,180.4,-3.0,20.0
2235,0,180.4,-3.0,20.0
2242,0,180.4,-3.0,20.0
2342,0,180.4,-3.0,20.0
2459,0,180.4,-3.0,20.0
2467,0,180.4,-3.0,20.0
2472,0,180.4,-3.0,20.0
2581,0,180.4,-3.0,20.0
2668,0,180.4,-3.0,20.0
2676,0,180.4,-3.0,20.0
2682,0,180.4,-3.0,20.0
2777,0,180.4,-3.0,20.0
2784,0,180.4,-3.0,20.0
2790,0,180.4,-3.0,20.0
2887,0,180.4,-3.0,20.0
2997,0,180.4,-3.0,20.0
3004,0,180.4,-3.0,20.0
3009,0,180.4,-3.0,20.0
3126,0,180.4,-3.0,20.0
3133,0,180.4,-3.0,20.0
3137,0,180.4,-3.0,20.0
3217,0,180.4,-3.0,20.0
3327,0,180.4,-3.0,20.0
3333,0,180.4,-3.0,20.0
3340,0,180.4,-3.0,20.0
3433,0,180.4,-3.0,20.0
3547,0,180.4,-3.0,20.0
3553,0,180.4,-3.0,20.0
3558,0,180.4,-3.0,20.0
3652,0,180.4,-3.0,20.0
3659,0,180.4,-3.0,20.0
3665,0,180.4,-3.0,20.0
3759,0,180.4,-3.0,20.0
3871,0,180.4,-3.0,20.0
3877,0,180.4,-3.0,20.0
3881,0,180.4,-3.0,20.0
3982,0,180.4,-3.0,20.0
3999,0,180.4,-3.0,20.0
4004,0,180.4,-3.0,20.0
4112,0,180.4,-3.0,20.0
4202,0,180.4,-3.0,20.0
4208,0,180.4,-3.0,20.0
4214,0,180.4,-3.0,20.0
4310,0,180.4,-3.0,20.0
4416,0,180.4,-3.0,20.0
4421,0,180.4,-3.0,20.0
4427,0,180.4,-3.0,20.0
4527,0,180.4,-3.0,20.0
4533,0,180.4,-3.0,20.0
4538,0,180.4,-3.0,20.0
4646,0,198.55,-4.81,20.0
4745,0,198.55,-4.81,20.0
4750,0,198.55,-4.81,20.0
4756,0,198.55,-4.81,20.0
4858,0,198.55,-4.81,20.0
4864,0,198.55,-4.81,20.0
4869,0,198.55,-4.81,20.0
4967,0,198.55,-4.81,20.0
5077,0,198.55,-4.81,20.0
5083,0,198.55,-4.81,20.0
5100,0,198.55,-4.81,20.0
5185,0,198.55,-4.81,20.0
5312,0,198.55,-4.81,20.0
5318,0,198.55,-4.81,20.0
5327,0,198.55,-4.81,20.0
5402,0,198.55,-4.81,20.0
5407,0,198.55,-4.81,20.0
5412,0,198.55,-4.81,20.0
5511,0,198.55,-4.81,20.0
5622,0,198.55,-4.81,20.0
5628,0,198.55,-4.81,20.0
5634,0,198.55,-4.81,20.0
5748,0,198.55,-4.81,20.0
5754,0,198.55,-4.81,20.0
5762,0,198.55,-4.81,20.0
5842,0,198.55,-4.81,20.0
5952,0,198.55,-4.81,20.0
5958,0,198.55,-4.81,20.0
5964,0,198.55,-4.81,20.0
6062,0,198.55,-4.81,20.0
6165,0,198.55,-4.81,20.0
6171,0,198.55,-4.81,20.0
6177,0,198.55,-4.81,20.0
6282,0,198.55,-4.81,20.0
6289,0,198.55,-4.81,20.0
6293,0,198.55,-4.81,20.0
6387,0,198.55,-4.81,20.0
6498,0,198.55,-4.81,20.0
6506,0,198.55,-4.81,20.0
6512,0,198.55,-4.81,20.0
6606,0,198.55,-4.81,20.0
6614,0,198.55,-4.81,20.0
6620,0,198.55,-4.81,20.0
6714,0,198.55,-4.81,20.0
6834,0,198.55,-4.81,20.0
6844,0,198.55,-4.81,20.0
6849,0,198.55,-4.81,20.0
6937,0,198.55,-4.81,20.0
7040,0,198.55,-4.81,20.0
7047,0,198.55,-4.81,20.0
7056,0,198.55,-4.81,20.0
7150,0,198.55,-4.81,20.0
7164,0,198.55,-4.81,20.0
7168,0,198.55,-4.81,20.0
7260,0,198.55,-4.81,20.0
7385,0,198.55,-4.81,20.0
7389,0,198.55,-4.81,20.0
7394,0,198.55,-4.81,20.0
7481,0,198.55,-4.81,20.0
7498,0,198.55,-4.81,20.0
7505,0,198.55,-4.81,20.0
7589,0,198.55,-4.81,20.0
7707,0,198.55,-4.81,20.0
7715,0,198.55,-4.81,20.0
7722,0,198.55,-4.81,20.0
7829,0,198.55,-4.81,20.0
7925,0,198.55,-4.81,20.0
7935,0,198.55,-4.81,20.0
7940,0,198.55,-4.81,20.0
8026,0,198.55,-4.81,20.0
