Time (ms),Conductance,X,Y,Z
30,0,180.4,-6.0,5.0
36,0,180.4,-6.0,5.0
40,0,180.4,-6.0,5.0
144,0,180.4,-6.0,5.0
149,0,180.4,-6.0,5.0
155,0,180.4,-6.0,5.0
253,0,180.4,-6.0,5.0
360,0,180.4,-6.0,5.0
468,0,180.4,-6.0,5.0
595,0,180.4,-6.0,5.0
687,0,180.4,-6.0,5.0
799,0,180.4,-6.0,5.0
906,0,180.4,-6.0,5.0
1021,0,180.4,-6.0,5.0
1124,0,180.4,-6.0,5.0
1233,0,180.4,-6.0,5.0
1343,0,180.4,-6.0,5.0
1452,0,180.4,-6.0,5.0
1563,0,180.4,-6.0,5.0
1672,0,180.4,-6.0,5.0
1782,0,180.4,-6.0,5.0
1892,0,180.4,-6.0,5.0
2001,0,180.4,-6.0,5.0
2110,0,180.4,-6.0,5.0
2222,0,180.4,-6.0,5.0
2332,0,180.4,-6.0,5.0
2440,0,180.4,-6.0,5.0
2555,0,180.4,-6.0,5.0
2660,0,180.4,-6.0,5.0
2772,0,180.4,-6.0,5.0
2878,0,180.4,-6.0,5.0
2994,0,180.4,-6.0,5.0
3104,0,180.4,-6.0,5.0
3208,0,180.4,-6.0,5.0
3313,0,180.4,-6.0,5.0
3429,0,180.4,-6.0,5.0
3537,0,180.4,-6.0,5.0
3645,0,180.4,-6.0,5.0
3760,0,180.4,-6.0,5.0
3874,0,180.4,-6.0,5.0
3990,0,180.4,-6.0,5.0
4094,0,180.4,-6.0,5.0
4190,0,180.4,-6.0,5.0
4306,0,180.4,-6.0,5.0
4412,0,180.4,-6.0,5.0
4526,0,180.4,-6.0,40.0
4643,0,180.4,-6.0,40.0
4649,0,180.4,-6.0,40.0
4655,0,180.4,-6.0,40.0
4753,0,180.4,-6.0,40.0
4842,0,180.4,-6.0,40.0
4849,0,180.4,-6.0,40.0
4854,0,180.4,-6.0,40.0
4952,0,180.4,-6.0,40.0
5064,0,180.4,-6.0,40.0
5069,0,180.4,-6.0,40.0
5077,0,180.4,-6.0,40.0
5180,0,180.4,-6.0,40.0
5187,0,180.4,-6.0,40.0
5193,0,180.4,-6.0,40.0
5292,0,180.4,-6.0,40.0
5393,0,180.4,-6.0,40.0
5401,0,180.4,-6.0,40.0
5405,0,180.4,-6.0,40.0
5502,0,180.4,-6.0,40.0
5508,0,180.4,-6.0,40.0
5512,0,180.4,-6.0,40.0
5612,0,180.4,-6.0,40.0
5721,0,180.4,-6.0,40.0
5729,0,180.4,-6.0,40.0
5735,0,180.4,-6.0,40.0
5846,0,180.4,-6.0,40.0
5938,0,180.4,-6.0,40.0
5944,0,180.4,-6.0,40.0
5950,0,180.4,-6.0,40.0
6047,0,188.06,-12.15,40.0
6052,0,188.06,-12.15,40.0
6058,0,188.06,-12.15,40.0
6157,0,188.06,-12.15,40.0
6266,0,188.06,-12.15,40.0
6281,0,188.06,-12.15,40.0
6288,0,188.06,-12.15,40.0
6397,0,188.06,-12.15,40.0
6417,0,188.06,-12.15,40.0
6420,0,188.06,-12.15,40.0
6485,0,188.06,-12.15,40.0
6597,0,188.06,-12.15,40.0
6602,0,188.06,-12.15,40.0
6608,0,188.06,-12.15,40.0
6702,0,188.06,-12.15,40.0
6813,0,188.06,-12.15,40.0
6819,0,188.06,-12.15,40.0
6824,0,188.06,-12.15,40.0
6923,0,188.06,-12.15,40.0
6940,0,188.06,-12.15,40.0
6944,0,188.06,-12.15,40.0
7032,0,188.06,-12.15,40.0
7142,0,188.06,-12.15,40.0
7149,0,188.06,-12.15,40.0
7157,0,188.06,-12.15,40.0
7251,0,188.06,-12.15,40.0
7258,0,188.06,-12.15,40.0
7278,0,188.06,-12.15,40.0
7369,0,188.06,-12.15,40.0
7471,0,188.06,-12.15,40.0
7478,0,188.06,-12.15,40.0
7485,0,188.06,-12.15,40.0
7578,0,188.06,-12.15,40.0
7691,0,188.06,-12.15,40.0
7701,0,188.06,-12.15,40.0
7706,0,188.06,-12.15,40.0
7808,0,188.06,-12.15,40.0
7814,0,188.06,-12.15,40.0
7820,0,188.06,-12.15,40.0
7924,0,188.06,-12.15,40.0
8018,0,188.06,-12.15,40.0
8023,0,188.06,-12.15,40.0
8030,0,188.06,-12.15,40.0
8128,0,188.06,-12.15,40.0
8135,0,188.06,-12.15,40.0
8141,0,188.06,-12.15,40.0
8244,0,188.06,-12.15,40.0
8345,0,188.06,-12.15,40.0
8352,0,188.06,-12.15,40.0
8357,0,188.06,-12.15,40.0
8456,0,188.06,-12.15,40.0
8560,0,188.06,-12.15,40.0
8566,0,188.06,-12.15,40.0
8572,0,188.06,-12.15,40.0
8672,0,188.06,-12.15,40.0
8679,0,188.06,-12.15,40.0
8687,0,188.06,-12.15,40.0
8783,0,188.06,-12.15,40.0
8909,0,188.06,-12.15,40.0
8927,0,188.06,-12.15,40.0
8933,0,188.06,-12.15,40.0
9001,0,188.06,-12.15,40.0
9007,0,188.06,-12.15,40.0
9013,0,188.06,-12.15,40.0
9111,0,188.06,-12.15,40.0
9221,0,188.06,-12.15,40.0
9229,0,188.06,-12.15,40.0
9235,0,188.06,-12.15,40.0
9327,0,188.06,-12.15,40.0
9438,0,188.06,-12.15,40.0
9444,0,188.06,-12.15,40.0
9450,0,188.06,-12.15,40.0
9547,0,188.06,-12.15,40.0
9553,0,188.06,-12.15,40.0
9560,0,188.06,-12.15,40.0
9658,0,188.06,-12.15,40.0
9767,0,188.06,-12.15,40.0
9774,0,188.06,-12.15,40.0
9780,0,188.06,-12.15,40.0
9878,0,188.06,-12.15,40.0
9884,0,188.06,-12.15,40.0
9890,0,188.06,-12.15,40.0
10005,0,188.06,-12.15,40.0
10097,0,188.06,-12.15,40.0
10104,0,188.06,-12.15,40.0
10111,0,188.06,-12.15,40.0
10203,0,188.06,-12.15,40.0
10318,0,188.06,-12.15,40.0
10336,0,188.06,-12.15,40.0
10343,0,188.06,-12.15,40.0
10423,0,188.06,-12.15,40.0
10428,0,188.06,-12.15,40.0
10436,0,188.06,-12.15,40.0
10532,0,188.06,-12.15,40.0
10643,0,188.06,-12.15,40.0
10649,0,188.06,-12.15,40.0
10655,0,188.06,-12.15,40.0
10754,0,188.06,-12.15,40.0
10761,0,188.06,-12.15,40.0
10768,0,188.06,-12.15,40.0
10863,0,188.06,-12.15,40.0
10992,0,188.06,-12.15,40.0
10999,0,188.06,-12.15,40.0
11007,0,188.06,-12.15,40.0
11077,0,188.06,-12.15,40.0
11185,0,188.06,-12.15,40.0
11192,0,188.06,-12.15,40.0
11198,0,188.06,-12.15,40.0
11297,0,188.06,-12.15,40.0
11304,0,188.06,-12.15,40.0
11312,0,188.06,-12.15,40.0
11405,0,188.06,-12.15,40.0
11537,0,188.06,-12.15,40.0
11543,0,188.06,-12.15,40.0
11551,0,188.06,-12.15,40.0
11629,0,188.06,-12.15,40.0
